,lastname,firstname,gender,type,state,party,bioguideid,cspanid,gt_id,
,Griffith,John,M,rep,LA,Democrat,G000469,,404814,
,Griswold,Harry,M,rep,WI,Republican,G000484,,404829,
,Harter,John,M,rep,NY,Republican,H000295,,405168,
,Hawks,Charles,M,rep,WI,Republican,H000375,,405243,
,Heinke,George,M,rep,NE,Republican,H000454,,405319,
,Holman,Rufus,M,sen,OR,Republican,H000731,,405582,
,Horton,Frank,M,rep,WY,Republican,H000798,,405647,
,Iglesias,Santiago,,rep,PR,Coalitionist,I000002,,405864,
,Jeffries,Walter,M,rep,NJ,Republican,J000075,,405978,
,Jones,John,M,rep,TX,Democrat,J000236,,406129,
,Keller,Kent,,rep,IL,Democrat,K000056,,406226,
,Kennedy,Ambrose,,rep,MD,Democrat,K000101,,406269,
,Kitchens,Wade,,rep,AR,Democrat,K000248,,406407,
,Lord,Bert,,rep,NY,Republican,L000439,,406930,
,Luce,Robert,M,rep,MA,Republican,L000498,,406985,
,Mapes,Carl,M,rep,MI,Republican,M000119,,407143,
,Marshall,Lycurgus,,rep,OH,Republican,M000159,,407181,
,Martin,John,M,rep,CO,Democrat,M000186,,407207,
,Martin,John,M,rep,IL,Democrat,M000187,,407208,
,McAndrews,James,M,rep,IL,Democrat,M000296,,407311,
,McLeod,Clarence,,rep,MI,Republican,M000557,,407549,
,McMillan,Clara,,rep,SC,Democrat,M000565,,407556,
,McMillan,Thomas,M,rep,SC,Democrat,M000572,,407562,
,McReynolds,Samuel,M,rep,TN,Democrat,M000598,,407587,
,Mouton,Robert,M,rep,LA,Democrat,M001051,,408018,
,Nye,Gerald,,sen,ND,Republican,N000176,,408256,
,Owen,Emmett,,rep,GA,Democrat,O000149,,408400,
,Parsons,Claude,,rep,IL,Democrat,P000086,,408496,
,Pierce,Wallace,,rep,NY,Republican,P000338,,408735,
,Reynolds,Robert,M,sen,NC,Democrat,R000179,,409155,
,Risk,Charles,M,rep,RI,Republican,R000269,,409243,
,Routzohn,Harry,M,rep,OH,Republican,R000470,,409431,
,Ryan,Elmer,,rep,MN,Democrat,R000555,,409511,
,Sandager,Harry,M,rep,RI,Republican,S000031,,409549,
,Schafer,John,M,rep,WI,Republican,S000111,,409620,
,Seccombe,James,M,rep,OH,Republican,S000218,,409723,
,Seger,George,M,rep,NJ,Republican,S000228,,409733,
,Sirovich,William,M,rep,NY,Democrat,S000452,,409945,
,Slattery,James,M,sen,IL,Democrat,S000478,,409967,
,Smith,Clyde,,rep,ME,Republican,S000523,,410006,
,Smith,Ellison,,sen,SC,Democrat,S000530,,410013,
,Smith,Thomas,M,rep,IL,Democrat,S000620,,410095,
,Sullivan,Christopher,M,rep,NY,Democrat,S001051,,410505,
,Sweet,John,M,rep,NE,Republican,S001108,,410560,
,Taylor,James,M,rep,TN,Republican,T000083,,410667,
,Thorkelson,Jacob,M,rep,MT,Republican,T000236,,410815,
,Turner,Clarence,,rep,TN,Democrat,T000417,,410986,
,Van Nuys,Frederick,M,sen,IN,Democrat,V000050,,411092,
,Warren,Lindsay,,rep,NC,Democrat,W000166,,411339,
,Weatherford,Zadoc,,rep,AL,Democrat,W000222,,411390,
,White,Dudley,M,rep,OH,Republican,W000364,,411526,
,Williams,George,M,rep,DE,Republican,W000500,,411657,
,Wood,Reuben,M,rep,MO,Democrat,W000702,,411854,
,Gibson,Ernest,M,sen,VT,Republican,G000159,,404526,
,Wallgren,Monrad,,sen,WA,Democrat,W000088,,411267,
,Andrews,Charles,M,sen,FL,Democrat,A000244,,400874,
,Arnold,Laurence,,rep,IL,Democrat,A000290,,400932,
,Austin,Warren,M,sen,VT,Republican,A000342,,400992,
,Bankhead,Walter,M,rep,AL,Democrat,B000112,,401113,
,Barbour,William,M,sen,NJ,Republican,B000132,,401133,
,Barnes,James,M,rep,IL,Democrat,B000158,,401160,
,Beam,Harry,M,rep,IL,Democrat,B000274,,401268,
,Beiter,Alfred,M,rep,NY,Democrat,B000320,,401312,
,Bennett,Philip,M,rep,MO,Republican,B000380,,401372,
,Bilbo,Theodore,M,sen,MS,Democrat,B000460,,401445,
,Boehne,John,M,rep,IN,Democrat,B000588,,401557,
,Boland,Patrick,M,rep,PA,Democrat,B000601,,401569,
,Boland,Veronica,,rep,PA,Democrat,B000602,,401570,
,Bolles,Stephen,M,rep,WI,Republican,B000604,,401572,
,Buck,Frank,M,rep,CA,Democrat,B001017,,401967,
,Buckler,Richard,M,rep,MN,Farmer-Labor,B001023,,401973,
,Burton,Harold,M,sen,OH,Republican,B001150,,402092,
,Byron,Katharine,,rep,MD,Democrat,B001222,,402161,
,Byron,William,M,rep,MD,Democrat,B001206,,402162,
,Cartwright,Wilburn,,rep,OK,Democrat,C000207,,402353,
,Casey,Joseph,M,rep,MA,Democrat,C000225,,402371,
,Claypool,Harold,M,rep,OH,Democrat,C000489,,402627,
,Cluett,Ernest,M,rep,NY,Republican,C000535,,402669,
,Coffee,Harry,M,rep,NE,Democrat,C000582,,402711,
,Cole,William,M,rep,MD,Democrat,C000616,,402745,
,Collins,Ross,,rep,MS,Democrat,C000642,,402770,
,Connery,Lawrence,M,rep,MA,Democrat,C000693,,402818,
,Copeland,Oren,,rep,NE,Republican,C000768,,402887,
,Crowther,Frank,M,rep,NY,Republican,C000948,,403060,
,Darden,Colgate,,rep,VA,Democrat,D000050,,403189,
,Davis,Jacob,M,rep,OH,Democrat,D000108,,403244,
,Downs,Le,,rep,CT,Democrat,D000475,,403584,
,Doxey,Wall,,sen,MS,Democrat,D000480,,403589,
,Duncan,Richard,M,rep,MO,Democrat,D000536,,403643,
,Edelstein,Morris,,rep,NY,Democrat,E000041,,403736,
,Edmiston,Andrew,M,rep,WV,Democrat,E000051,,403746,
,Eliot,Thomas,M,rep,MA,Democrat,E000107,,403798,
,Ellis,Clyde,,rep,AR,Democrat,E000132,,403823,
,Faddis,Charles,M,rep,PA,Democrat,F000001,,403963,
,Fitzgerald,William,M,rep,CT,Democrat,F000169,,404124,
,Flaherty,Thomas,M,rep,MA,Democrat,F000183,,404138,
,Flannery,John,M,rep,PA,Democrat,F000192,,404147,
,Folger,Alonzo,,rep,NC,Democrat,F000240,,404194,
,Ford,Aaron,M,rep,MS,Democrat,F000258,,404210,
,Ford,Leland,,rep,CA,Republican,F000264,,404215,
,Gehrmann,Bernard,,rep,WI,Progressive,G000118,,404490,
,Gerry,Peter,M,sen,RI,Democrat,G000141,,404510,
,Geyer,Lee,,rep,CA,Democrat,G000147,,404516,
,Guffey,Joseph,M,sen,PA,Democrat,G000519,,404864,
,Haines,Harry,M,rep,PA,Democrat,H000026,,404911,
,Harrington,Vincent,,rep,IA,Democrat,H000231,,405109,
,Harter,Dow,,rep,OH,Democrat,H000294,,405167,
,Healey,Arthur,M,rep,MA,Democrat,H000423,,405289,
,Hill,Knute,,rep,WA,Democrat,H000600,,405462,
,Holbrock,Greg,,rep,OH,Democrat,H000709,,405562,
,Houston,Andrew,M,sen,TX,Democrat,H000821,,405668,
,Houston,John,M,rep,KS,Democrat,H000824,,405671,
,Hunter,John,M,rep,OH,Democrat,H000983,,405825,
,Imhoff,Lawrence,M,rep,OH,Democrat,I000010,,405872,
,Jacobsen,William,M,rep,IA,Democrat,J000039,,405944,
,Jarrett,Benjamin,M,rep,PA,Republican,J000060,,405965,
,Jenks,Arthur,M,rep,NH,Republican,J000090,,405992,
,Johns,Joshua,M,rep,WI,Republican,J000111,,406012,
,Johnson,George,M,rep,WV,Democrat,J000132,,406031,
,Johnson,Hiram,,sen,CA,Republican,J000140,,406039,
,Kennedy,Michael,M,rep,NY,Democrat,K000112,,406279,
,King,Samuel,M,rep,HI,Republican,K000214,,406374,
,Kocialkowski,Leo,,rep,IL,Democrat,K000303,,406459,
,Kramer,Charles,M,rep,CA,Democrat,K000321,,406475,
,La Follette,Robert,M,sen,WI,Progressive,L000005,,406515,
,Larrabee,William,M,rep,IN,Democrat,L000100,,406607,
,Leavy,Charles,M,rep,WA,Democrat,L000185,,406687,
,Lumpkin,Alva,,sen,SC,Democrat,L000510,,406996,
,Maciejewski,Anton,,rep,IL,Democrat,M000016,,407045,
,Maciora,Lucien,,rep,CT,Democrat,M000018,,407047,
,Maloney,Francis,,sen,CT,Democrat,M000088,,407113,
,Massingale,Samuel,M,rep,OK,Democrat,M000231,,407249,
,McArdle,Joseph,M,rep,PA,Democrat,M000297,,407312,
,McIntyre,John,M,rep,WY,Democrat,M000484,,407480,
,McKeough,Raymond,M,rep,IL,Democrat,M000510,,407504,
,McLaughlin,Charles,M,rep,NE,Democrat,M000538,,407530,
,Mead,James,M,sen,NY,Democrat,M000615,,407604,
,Meyer,John,M,rep,MD,Democrat,M000681,,407666,
,Mills,Newt,,rep,LA,Democrat,M000775,,407753,
,Mitchell,Arthur,M,rep,IL,Democrat,M000805,,407781,
,Moser,Guy,M,rep,PA,Democrat,M001026,,407993,
,Murdock,Orrice,,sen,UT,Democrat,M001082,,408047,
,Narey,Harry,M,rep,IA,Republican,N000006,,408100,
,Nelson,William,M,rep,MO,Democrat,N000046,,408136,
,O'Day,Caroline,,rep,NY,Democrat,O000033,,408282,
,Paddock,George,M,rep,IL,Republican,P000011,,408422,
,Peace,Roger,M,sen,SC,Democrat,P000159,,408563,
,Pearson,Herron,,rep,TN,Democrat,P000165,,408570,
,Pheiffer,William,M,rep,NY,Republican,P000288,,408688,
,Pierce,Walter,M,rep,OR,Democrat,P000339,,408736,
,Plauché,Vance,,rep,LA,Democrat,P000385,,408779,
,Radcliffe,George,M,sen,MD,Democrat,R000006,,408989,
,Rankin,Jeannette,,rep,MT,Republican,R000055,,409035,
,Rockefeller,Lewis,M,rep,NY,Republican,R000362,,409332,
,Rogers,Will,,rep,OK,Democrat,R000405,,409372,
,Romjue,Milton,M,rep,MO,Democrat,R000418,,409383,
,Rosier,Joseph,M,sen,WV,Democrat,R000443,,409407,
,Rutherford,Albert,M,rep,PA,Republican,R000546,,409502,
,Sacks,Leon,,rep,PA,Democrat,S000008,,409528,
,Sanders,Jared,,rep,LA,Democrat,S000036,,409553,
,Schaefer,Edwin,M,rep,IL,Democrat,S000110,,409619,
,Schulte,William,M,rep,IN,Democrat,S000145,,409653,
,Schwert,Pius,,rep,NY,Democrat,S000162,,409669,
,Shanley,James,M,rep,CT,Democrat,S000285,,409784,
,Shannon,Joseph,M,rep,MO,Democrat,S000287,,409786,
,Shipstead,Henrik,,sen,MN,Republican,S000369,,409863,
,Simpson,Kenneth,M,rep,NY,Republican,S000433,,409927,
,Smith,Francis,,rep,PA,Democrat,S000532,,410015,
,Smith,John,M,rep,CT,Democrat,S000572,,410054,
,Smith,Martin,M,rep,WA,Democrat,S000591,,410071,
,South,Charles,M,rep,TX,Democrat,S000683,,410154,
,Spencer,George,M,sen,AR,Democrat,S000724,,410193,
,Sutphin,William,M,rep,NJ,Democrat,S001086,,410539,
,Sweeney,Martin,M,rep,OH,Democrat,S001102,,410554,
,Taylor,Edward,M,rep,CO,Democrat,T000072,,410657,
,Tenerowicz,Rudolph,,rep,MI,Democrat,T000124,,410708,
,Terry,David,M,rep,AR,Democrat,T000133,,410715,
,Thill,Lewis,M,rep,WI,Republican,T000153,,410735,
,Tinkham,George,M,rep,MA,Republican,T000283,,410856,
,Tunnell,James,M,sen,DE,Democrat,T000409,,410978,
,Vreeland,Albert,M,rep,NJ,Republican,V000121,,411175,
,Walsh,David,M,sen,MA,Democrat,W000097,,411276,
,Wheeler,Burton,,sen,MT,Democrat,W000330,,411492,
,Williams,Clyde,,rep,MO,Democrat,W000494,,411651,
,Willis,Raymond,M,sen,IN,Republican,W000563,,411719,
,Youngdahl,Oscar,M,rep,MN,Republican,Y000059,,411991,
,Nelson,Arthur,M,sen,MN,Republican,N000030,,408121,
,Scrugham,James,M,sen,NV,Democrat,S000196,,409701,
,Shott,Hugh,M,sen,WV,Republican,S000381,,409875,
,Bailey,Josiah,M,sen,NC,Democrat,B000046,,401051,
,Ball,Joseph,M,sen,MN,Republican,B000099,,401101,
,Bankhead,John,M,sen,AL,Democrat,B000111,,401112,
,Brooks,Charles,M,sen,IL,Republican,B000874,,401831,
,Buck,Clayton,,sen,DE,Republican,B001013,,401963,
,Burchill,Thomas,M,rep,NY,Democrat,B001072,,402018,
,Bushfield,Harlan,,sen,SD,Republican,B001168,,402110,
,Capozzoli,Louis,M,rep,NY,Democrat,C000132,,402282,
,Capper,Arthur,M,sen,KS,Republican,C000133,,402283,
,Carrier,Chester,M,rep,KY,Republican,C000181,,402328,
,Carter,Albert,M,rep,CA,Republican,C000195,,402341,
,Chandler,Albert,M,sen,KY,Democrat,C000290,,402432,
,Compton,C.,,rep,CT,Republican,C000661,,402788,
,Costello,John,M,rep,CA,Democrat,C000795,,402914,
,Creal,Edward,M,rep,KY,Democrat,C000898,,403010,
,Culkin,Francis,,rep,NY,Republican,C000968,,403079,
,Cullen,Thomas,M,rep,NY,Democrat,C000970,,403081,
,Day,Stephen,M,rep,IL,Republican,D000160,,403292,
,Dewey,Charles,M,rep,IL,Republican,D000292,,403417,
,Dilweg,LaVern,,rep,WI,Democrat,D000349,,403467,
,Dimond,Anthony,M,rep,AK,Democrat,D000353,,403471,
,Disney,Wesley,,rep,OK,Democrat,D000362,,403479,
,Ditter,John,M,rep,PA,Republican,D000363,,403480,
,Douglas,Fred,M,rep,NY,Republican,D000453,,403563,
,Elizalde,Joaquin,,rep,PI,,E000108,,403799,
,Ellison,Daniel,M,rep,MD,Republican,E000141,,403832,
,Elmer,William,M,rep,MO,Republican,E000157,,403848,
,Englebright,Harry,M,rep,CA,Republican,E000182,,403871,
,Fay,James,M,rep,NY,Democrat,F000051,,404011,
,Fish,Hamilton,,rep,NY,Republican,F000142,,404096,
,Fitzpatrick,James,M,rep,NY,Democrat,F000175,,404130,
,Ford,Thomas,M,rep,CA,Democrat,F000267,,404218,
,Fulmer,Hampton,,rep,SC,Democrat,F000417,,404359,
,Fulmer,Willa,,rep,SC,Democrat,F000418,,404360,
,Furlong,Robert,M,rep,PA,Democrat,F000432,,404373,
,Gale,Richard,M,rep,MN,Republican,G000014,,404391,
,Gavagan,Joseph,M,rep,NY,Democrat,G000101,,404473,
,Gilchrist,Fred,M,rep,IA,Republican,G000181,,404546,
,Glass,Carter,,sen,VA,Democrat,G000232,,404594,
,Green,Robert,M,rep,FL,Democrat,G000415,,404763,
,Guyer,Ulysses,,rep,KS,Republican,G000538,,404881,
,Harris,Winder,,rep,VA,Democrat,H000260,,405137,
,Hatch,Carl,M,sen,NM,Democrat,H000334,,405204,
,Hawkes,Albert,M,sen,NJ,Republican,H000365,,405234,
,Jeffrey,Harry,M,rep,OH,Republican,J000073,,405976,
,Johnson,Calvin,,rep,IL,Republican,J000121,,406021,
,Johnson,William,M,rep,CA,Republican,J000183,,406078,
,Kennedy,Martin,M,rep,NY,Democrat,K000111,,406278,
,Kleberg,Richard,M,rep,TX,Democrat,K000257,,406416,
,Lambertson,William,M,rep,KS,Republican,L000037,,406547,
,Lewis,Lawrence,M,rep,CO,Democrat,L000291,,406788,
,Maas,Melvin,,rep,MN,Republican,M000001,,407031,
,McCord,Jim,,rep,TN,Democrat,M000360,,407365,
,McGranery,James,M,rep,PA,Democrat,M000454,,407453,
,McLean,Donald,M,rep,NJ,Republican,M000545,,407537,
,McMurray,Howard,M,rep,WI,Democrat,M000579,,407570,
,McNary,Charles,M,sen,OR,Republican,M000583,,407574,
,McWilliams,John,M,rep,CT,Republican,M000611,,407600,
,Merritt,Matthew,M,rep,NY,Democrat,M000661,,407647,
,Miller,Louis,M,rep,MO,Republican,M000745,,407724,
,Miller,Thomas,M,rep,PA,Republican,M000756,,407734,
,Monkiewicz,Boleslaus,,rep,CT,Republican,M000855,,407828,
,Moore,Edward,M,sen,OK,Republican,M000895,,407867,
,Morrison,Cameron,,rep,NC,Democrat,M000993,,407961,
,Mruk,Joseph,M,rep,NY,Republican,M001058,,408024,
,Newsome,John,M,rep,AL,Democrat,N000073,,408160,
,Nichols,John,M,rep,OK,Democrat,N000092,,408177,
,O'Brien,Joseph,M,rep,NY,Republican,O000014,,408265,
,O'Daniel,Wilbert,,sen,TX,Democrat,O000034,,408281,
,O'Leary,James,M,rep,NY,Democrat,O000065,,408294,
,Pagán,Bolívar,,rep,PR,Coalitionist,P000013,,408424,
,Patton,Nat,,rep,TX,Democrat,P000142,,408548,
,Pracht,Charles,M,rep,PA,Republican,P000494,,408879,
,Pratt,Joseph,M,rep,PA,Republican,P000503,,408888,
,Robertson,Edward,M,sen,WY,Republican,R000320,,409291,
,Rogers,William,M,rep,CA,Democrat,R000406,,409375,
,Rolph,Thomas,M,rep,CA,Republican,R000413,,409379,
,Rowe,Edmund,M,rep,OH,Republican,R000475,,409436,
,Sauthoff,Harry,M,rep,WI,Progressive,S000079,,409591,
,Scanlon,Thomas,M,rep,PA,Democrat,S000105,,409615,
,Schiffler,Andrew,M,rep,WV,Republican,S000126,,409634,
,Schuetz,Leonard,M,rep,IL,Democrat,S000144,,409652,
,Smith,Joseph,M,rep,WV,Democrat,S000580,,410061,
,Stanley,Winifred,,rep,NY,Republican,S000798,,410264,
,Starnes,Joe,,rep,AL,Democrat,S000816,,410281,
,Steagall,Henry,M,rep,AL,Democrat,S000820,,410285,
,Stearns,Foster,,rep,NH,Republican,S000823,,410287,
,Stewart,Arthur,M,sen,TN,Democrat,S000901,,410362,
,Sullivan,Maurice,,rep,NV,Democrat,S001058,,410512,
,Thomas,John,M,sen,ID,Republican,T000172,,410753,
,Treadway,Allen,,rep,MA,Republican,T000358,,410928,
,Troutman,William,M,rep,PA,Republican,T000384,,410953,
,Vincent,Beverly,,rep,KY,Democrat,V000100,,411155,
,Walsh,Arthur,M,sen,NJ,Democrat,W000096,,411275,
,Ward,David,M,rep,MD,Democrat,W000130,,411305,
,Wene,Elmer,,rep,NJ,Democrat,W000294,,411458,
,Wheat,William,M,rep,IL,Republican,W000327,,411489,
,Whelchel,Benjamin,M,rep,GA,Democrat,W000343,,411505,
,White,Wallace,,sen,ME,Republican,W000396,,411556,
,Willey,Earle,,rep,DE,Republican,W000483,,411640,
,Wilson,George,M,sen,IA,Republican,W000581,,411736,
,Wright,James,M,rep,PA,Democrat,W000762,,411911,
,Hall,Wilton,,sen,SC,Democrat,H000080,,404963,
,Jackson,Samuel,M,sen,IN,Democrat,J000026,,405932,
,Weeks,Sinclair,,sen,MA,Republican,W000248,,411416,
,Adams,Sherman,,rep,NH,Republican,A000046,,400707,
,Baldwin,Harry,M,rep,MD,Democrat,B000086,,401088,
,Baldwin,Joseph,M,rep,NY,Republican,B000093,,401095,
,Barry,William,M,rep,NY,Democrat,B000191,,401190,
,Bennet,Augustus,M,rep,NY,Republican,B000367,,401359,
,Boren,Lyle,,rep,OK,Democrat,B000640,,401605,
,Bradley,Michael,M,rep,PA,Democrat,B000743,,401702,
,Briggs,Frank,M,sen,MO,Democrat,B000828,,401785,
,Brumbaugh,David,M,rep,PA,Republican,B000976,,401928,
,Bunker,Berkeley,,rep,NV,Democrat,B001061,,402008,
,Burgin,William,M,rep,NC,Democrat,B001084,,402030,
,Campbell,Howard,M,rep,PA,Republican,C000085,,402241,
,Cannon,Arthur,M,rep,FL,Democrat,C000115,,402267,
,Carville,Edward,M,sen,NV,Democrat,C000211,,402357,
,Cochran,John,M,rep,MO,Democrat,C000565,,402695,
,Coffee,John,M,rep,WA,Democrat,C000584,,402713,
,Curley,James,M,rep,MA,Democrat,C000996,,403103,
,Daughton,Ralph,M,rep,VA,Democrat,D000067,,403205,
,De Lacy,Emerson,,rep,WA,Democrat,D000206,,403311,
,Dickstein,Samuel,M,rep,NY,Democrat,D000335,,403453,
,Donnell,Forrest,,sen,MO,Republican,D000414,,403527,
,Douglas,Emily,,rep,IL,Democrat,D000452,,403562,
,Downey,Sheridan,,sen,CA,Democrat,D000469,,403579,
,Earthman,Harold,M,rep,TN,Democrat,E000016,,403712,
,Ervin,Joseph,M,rep,NC,Democrat,E000210,,403897,
,Gallagher,William,M,rep,MN,Democrat,G000019,,404396,
,Gardner,Edward,M,rep,OH,Democrat,G000051,,404425,
,Geelan,James,M,rep,CT,Democrat,G000117,,404489,
,Gibson,John,M,rep,GA,Democrat,G000163,,404530,
,Gillespie,Dean,,rep,CO,Republican,G000194,,404559,
,Gossett,Charles,M,sen,ID,Democrat,G000337,,404693,
,Gurney,John,M,sen,SD,Republican,G000532,,404877,
,Hancock,Clarence,,rep,NY,Republican,H000146,,405028,
,Hare,Butler,,rep,SC,Democrat,H000200,,405080,
,Hart,Thomas,M,sen,CT,Republican,H000293,,405166,
,Healy,Ned,,rep,CA,Democrat,H000426,,405292,
,Heidinger,James,M,rep,IL,Republican,H000450,,405315,
,Henry,Robert,M,rep,WI,Republican,H000515,,405378,
,Hoch,Daniel,M,rep,PA,Democrat,H000668,,405522,
,Hoffman,Carl,M,rep,PA,Republican,H000682,,405535,
,Holmes,Pehr,,rep,MA,Republican,H000741,,405592,
,Hook,Frank,M,rep,MI,Democrat,H000757,,405608,
,Huffman,James,M,sen,OH,Democrat,H000913,,405759,
,Izac,Edouard,,rep,CA,Democrat,I000052,,405907,
,Johnson,Jed,,rep,OK,Democrat,J000150,,406048,
,Johnson,Luther,M,rep,TX,Democrat,J000159,,406057,
,Kelly,Edward,M,rep,IL,Democrat,K000071,,406241,
,Kinzer,John,M,rep,PA,Republican,K000231,,406390,
,Kopplemann,Herman,M,rep,CT,Democrat,K000315,,406469,
,La Follette,Charles,M,rep,IN,Republican,L000003,,406513,
,Lanham,Fritz,,rep,TX,Democrat,L000076,,406585,
,Link,William,M,rep,IL,Democrat,L000334,,406827,
,Lucas,Scott,,sen,IL,Democrat,L000493,,406980,
,Luce,Clare,,rep,CT,Republican,L000497,,406984,
,Maloney,Paul,M,rep,LA,Democrat,M000091,,407115,
,Mankin,Helen,,rep,GA,Democrat,M000097,,407121,
,May,Andrew,M,rep,KY,Democrat,M000272,,407290,
,McGehee,Daniel,M,rep,MS,Democrat,M000446,,407445,
,McGlinchey,Herbert,M,rep,PA,Democrat,M000451,,407450,
,McKenzie,Charles,M,rep,LA,Democrat,M000504,,407499,
,Moses,John,M,sen,ND,Democrat,M001029,,407996,
,Mott,James,M,rep,OR,Republican,M001040,,408007,
,Murphy,John,M,rep,PA,Democrat,M001099,,408063,
,Myers,Francis,,sen,PA,Democrat,M001127,,408089,
,O'Connor,James,M,rep,MT,Democrat,O000029,,408277,
,O'Neal,Emmet,,rep,KY,Democrat,O000089,,408298,
,Outland,George,M,rep,CA,Democrat,O000137,,408389,
,Overton,John,M,sen,LA,Democrat,O000146,,408397,
,Patrick,Luther,M,rep,AL,Democrat,P000105,,408513,
,Patterson,Ellis,,rep,CA,Democrat,P000113,,408521,
,Peterson,Hugh,M,rep,GA,Democrat,P000260,,408662,
,Pittenger,William,M,rep,MN,Republican,P000371,,408766,
,Piñero,Jesús,,rep,PR,Popular Democrat,P000361,,408757,
,Powers,David,M,rep,NJ,Republican,P000488,,408873,
,Pratt,Eliza,,rep,NC,Democrat,P000498,,408883,
,Quinn,Peter,M,rep,NY,Democrat,Q000019,,408981,
,Ramspeck,Robert,M,rep,GA,Democrat,R000032,,409014,
,Reed,Clyde,,sen,KS,Republican,R000112,,409092,
,Resa,Alexander,M,rep,IL,Democrat,R000163,,409140,
,Robinson,James,M,rep,UT,Democrat,R000341,,409312,
,Rodgers,Robert,M,rep,PA,Republican,R000373,,409343,
,Roe,Dudley,M,rep,MD,Democrat,R000381,,409351,
,Roe,James,M,rep,NY,Democrat,R000382,,409352,
,Rogers,George,M,rep,NY,Democrat,R000394,,409362,
,Romulo,Carlos,,rep,PI,,R000419,,409384,
,Rowan,William,M,rep,IL,Democrat,R000473,,409434,
,Russell,Sam,,rep,TX,Democrat,R000538,,409495,
,Ryter,Joseph,M,rep,CT,Democrat,R000565,,409521,
,Satterfield,Dave,,rep,VA,Democrat,S000069,,409581,
,Savage,Charles,M,rep,WA,Democrat,S000080,,409592,
,Sharp,Edgar,M,rep,NY,Republican,S000293,,409792,
,Sheridan,John,M,rep,PA,Democrat,S000342,,409839,
,Slaughter,Roger,M,rep,MO,Democrat,S000481,,409969,
,Snyder,John,M,rep,PA,Democrat,S000668,,410141,
,Stanfill,William,M,sen,KY,Republican,S000792,,410258,
,Starkey,Frank,M,rep,MN,Democrat,S000812,,410277,
,Stewart,Paul,M,rep,OK,Democrat,S000918,,410378,
,Sumner,Jessie,,rep,IL,Republican,S001071,,410525,
,Sumners,Hatton,,rep,TX,Democrat,S001072,,410526,
,Talbot,Joseph,M,rep,CT,Republican,T000018,,410608,
,Tarver,Malcolm,,rep,GA,Democrat,T000045,,410633,
,Taylor,Glen,,sen,ID,Democrat,T000079,,410663,
,Thom,William,M,rep,OH,Democrat,T000155,,410737,
,Thomas,Elbert,,sen,UT,Democrat,T000164,,410745,
,Thomas,John,M,sen,OK,Democrat,T000177,,410758,
,Tolan,John,M,rep,CA,Democrat,T000295,,410868,
,Torrens,James,M,rep,NY,Democrat,T000315,,410888,
,Traynor,Philip,M,rep,DE,Democrat,T000357,,410927,
,Tydings,Millard,,sen,MD,Democrat,T000446,,411014,
,Voorhis,Horace,,rep,CA,Democrat,V000118,,411172,
,Wagner,Robert,M,sen,NY,Democrat,W000021,,411200,
,Wasielewski,Thaddeus,,rep,WI,Democrat,W000183,,411356,
,Weaver,Zebulon,,rep,NC,Democrat,W000230,,411398,
,Weiss,Samuel,M,rep,PA,Democrat,W000257,,411425,
,Winter,Thomas,M,rep,KS,Republican,W000645,,411799,
,Wolfenden,James,M,rep,PA,Republican,W000678,,411830,
,Woodrum,Clifton,,rep,VA,Democrat,W000720,,411872,
,Truman,Harry,M,sen,MO,Democrat,T000387,,410956,
,Baldwin,Raymond,M,sen,CT,Republican,B000095,,401097,
,Burch,Thomas,M,sen,VA,Democrat,B001069,,402015,
,Cain,Harry,M,sen,WA,Republican,C000021,,402182,
,Swift,George,M,sen,AL,Democrat,S001117,,410569,
,Taft,Kingsley,,sen,OH,Republican,T000008,,410598,
,Umstead,William,M,sen,NC,Democrat,U000005,,411029,
,Almond,James,M,rep,VA,Democrat,A000163,,400818,
,Andrews,Walter,M,rep,NY,Republican,A000250,,400886,
,Arnold,Samuel,M,rep,MO,Republican,A000296,,400938,
,Banta,Parke,,rep,MO,Republican,B000119,,401120,
,Bell,Charles,M,rep,MO,Democrat,B000332,,401324,
,Bennett,Marion,,rep,MO,Republican,B000379,,401371,
,Bradley,Frederick,M,rep,MI,Republican,B000742,,401701,
,Bradley,Willis,,rep,CA,Republican,B000750,,401710,
,Brewster,Ralph,M,sen,ME,Republican,B000816,,401773,
,Brophy,John,M,rep,WI,Republican,B000891,,401848,
,Buck,Ellsworth,,rep,NY,Republican,B001016,,401966,
,Burke,Raymond,M,rep,OH,Republican,B001096,,402042,
,Carson,Henderson,,rep,OH,Republican,C000192,,402338,
,Chadwick,E.,,rep,PA,Republican,C000268,,402411,
,Clark,Jerome,,rep,NC,Democrat,C000439,,402577,
,Clason,Charles,M,rep,MA,Republican,C000473,,402611,
,Clippinger,Roy,,rep,IL,Republican,C000529,,402663,
,Coffin,Howard,M,rep,MI,Republican,C000590,,402719,
,Connally,Thomas,M,sen,TX,Democrat,C000684,,402810,
,Courtney,William,M,rep,TN,Democrat,C000810,,402929,
,Cravens,William,M,rep,AR,Democrat,C000887,,402999,
,Crow,William,M,rep,PA,Republican,C000939,,403051,
,D'Alesandro,Thomas,M,rep,MD,Democrat,D000007,,403141,
,Delaney,John,M,rep,NY,Democrat,D000212,,403356,
,Devitt,Edward,M,rep,MN,Republican,D000280,,403412,
